ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;PERIODO;ESTU_CONSECUTIVO;ESTU_ESTUDIANTE;ESTU_TIENEETNIA;ESTU_PAIS_RESIDE;ESTU_ETNIA;ESTU_DEPTO_RESIDE;ESTU_COD_RESIDE_DEPTO;ESTU_MCPIO_RESIDE;ESTU_COD_RESIDE_MCPIO;FAMI_ESTRATOVIVIENDA;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_TIENEINTERNET;FAMI_TIENESERVICIOTV;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_COMELECHEDERIVADOS;FAMI_COMECARNEPESCADOHUEVO;FAMI_COMECEREALFRUTOSLEGUMBRE;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;ESTU_HORASSEMANATRABAJA;ESTU_TIPOREMUNERACION;COLE_CODIGO_ICFES;COLE_COD_DANE_ESTABLECIMIENTO;COLE_NOMBRE_ESTABLECIMIENTO;COLE_GENERO;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_CARACTER;COLE_COD_DANE_SEDE;COLE_NOMBRE_SEDE;COLE_SEDE_PRINCIPAL;COLE_AREA_UBICACION;COLE_JORNADA;COLE_COD_MCPIO_UBICACION;COLE_MCPIO_UBICACION;COLE_COD_DEPTO_UBICACION;COLE_DEPTO_UBICACION;ESTU_PRIVADO_LIBERTAD;ESTU_COD_MCPIO_PRESENTACION;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;PUNT_LECTURA_CRITICA;PERCENTIL_LECTURA_CRITICA;DESEMP_LECTURA_CRITICA;PUNT_MATEMATICAS;PERCENTIL_MATEMATICAS;DESEMP_MATEMATICAS;PUNT_C_NATURALES;PERCENTIL_C_NATURALES;DESEMP_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PERCENTIL_SOCIALES_CIUDADANAS;DESEMP_SOCIALES_CIUDADANAS;PUNT_INGLES;PERCENTIL_INGLES;DESEMP_INGLES;PUNT_GLOBAL;PERCENTIL_GLOBAL;ESTU_INSE_INDIVIDUAL;ESTU_NSE_INDIVIDUAL;ESTU_NSE_ESTABLECIMIENTO;ESTU_ESTADOINVESTIGACION;ESTU_GENERACION-E
TI;COLOMBIA;F;1/05/2003;20194;SB11201940265061;ESTUDIANTE;No;COLOMBIA;NA;SUCRE;70;SINCELEJO;70001;Estrato 1;3 a 4;Uno;Primaria incompleta;Ninguno;No aplica;No aplica;No;Si;No;No;No;No;No;No;0 A 10 LIBROS;3 a 5 veces por semana;Todos o casi todos los días;1 o 2 veces por semana;Peor;Entre 1 y 2 horas;Más de 3 horas;Menos de 10 horas;Si, en efectivo;195255;2,70001E+11;INSTITUCION EDUCATIVA RURAL LA PE¿ATA;MIXTO;OFICIAL;A;NA;ACADÉMICO;2,70001E+11;INSTITUCION EDUCATIVA RURAL LA PE¥ATA;S;RURAL;MAÑANA;70001;SINCELEJO;70;SUCRE;N;70001;SINCELEJO;SUCRE;70;53;53;3;50;47;2;51;60;2;55;76;2;47;47;A-;259;61;342.830.470.496.539;1;2;PUBLICAR;GENERACION E - GRATUIDAD
CC;COLOMBIA;M;14/11/2000;20194;SB11201940217942;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;MEDELLÍN;5001;Estrato 2;3 a 4;NA;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;NA;Trabaja en el hogar, no trabaja o estudia;Si;Si;No;Si;Si;No;No;No;11 A 25 LIBROS;Todos o casi todos los días;3 a 5 veces por semana;3 a 5 veces por semana;Igual;No leo por entretenimiento;Entre 1 y 3 horas;Menos de 10 horas;Si, en efectivo;786;1,05001E+11;INST EDUC INEM JOSE FELIX DE RESTREPO;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,05001E+11;INST EDUC INEM JOSE FELIX DE RESTREPO;S;URBANO;MAÑANA;5001;MEDELLÍN;5;ANTIOQUIA;N;5001;MEDELLÍN;ANTIOQUIA;5;50;42;2;52;56;3;37;16;1;37;26;1;34;13;A-;216;31;515.665.933.607.133;3;3;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;22/04/2001;20194;SB11201940184535;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 3;3 a 4;Tres;Secundaria (Bachillerato) completa;Educación profesional incompleta;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Es operario de máquinas o conduce vehículos (taxita, chofer);Si;Si;Si;Si;Si;Si;No;No;11 A 25 LIBROS;Todos o casi todos los días;1 o 2 veces por semana;1 o 2 veces por semana;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;153288;3,11001E+11;COL WESLEYANO DEL NORTE;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,11001E+11;COL WESLEYANO DEL NORTE;S;URBANO;COMPLETA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;56;64;3;47;40;2;53;66;2;53;71;2;63;88;A2;265;65;603.617.929.926.966;3;4;PUBLICAR;NO
TI;COLOMBIA;M;12/02/2002;20194;SB11201940030906;ESTUDIANTE;No;COLOMBIA;NA;CORDOBA;23;SAHAGÚN;23660;Estrato 1;7 a 8;Tres;Secundaria (Bachillerato) completa;Primaria incompleta;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;No;No;No;Si;No;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Mejor;Entre 30 y 60 minutos;No Navega Internet;Entre 11 y 20 horas;Si, en efectivo;397695;2,2366E+11;INSTITUCION EDUCATIVA EL VIAJANO;MIXTO;OFICIAL;A;N;ACADÉMICO;2,2366E+11;INSTITUCION EDUCATIVA EL VIAJANO;S;RURAL;TARDE;23660;SAHAGÚN;23;CORDOBA;N;23660;SAHAGÚN;CORDOBA;23;58;71;3;51;50;3;56;75;3;62;89;3;38;21;A-;277;72;389.361.791.140.296;1;1;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;8/07/2002;20194;SB11201940305378;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 3;3 a 4;Tres;Educación profesional completa;Postgrado;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Es vendedor o trabaja en atención al público;Si;Si;Si;Si;No;Si;No;Si;26 A 100 LIBROS;Todos o casi todos los días;3 a 5 veces por semana;3 a 5 veces por semana;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;34967;3,11001E+11;CENT CIAL DE EDUC MEDIA MARGARITA BOSCO;FEMENINO;NO OFICIAL;A;N;TÉCNICO/ACADÉMICO;3,11001E+11;CENT CIAL DE EDUC MEDIA MARGARITA BOSCO;S;URBANO;COMPLETA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;65;89;3;64;87;3;63;90;3;70;98;3;69;94;B1;329;94;690.763.507.967.714;4;4;PUBLICAR;NO
TI;COLOMBIA;M;24/07/2002;20194;SB11201940604756;ESTUDIANTE;Si;COLOMBIA;Comunidad afrodescendiente;CAUCA;19;BUENOS AIRES;19110;NA;7 a 8;Cuatro;Primaria incompleta;Ninguno;Es agricultor, pesquero o jornalero;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;No;No;No;No;Si;No;Si;No;0 A 10 LIBROS;NA;NA;NA;Igual;No leo por entretenimiento;NA;Menos de 10 horas;Si, en efectivo;727503;2,1911E+11;INSTITUCION EDUCATIVA AGROPECUARIO PALO BLANCO;MIXTO;OFICIAL;A;N;TÉCNICO;2,1911E+11;PALO BLANCO (sede principal);S;RURAL;UNICA;19110;BUENOS AIRES;19;CAUCA;N;19110;BUENOS AIRES;CAUCA;19;44;23;2;33;8;1;29;3;1;24;2;1;28;4;A-;161;3;295.812.987.220.201;1;1;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;11/10/2002;20194;SB11201940276179;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;MEDELLÍN;5001;Estrato 2;5 a 6;Cinco;Técnica o tecnológica completa;Técnica o tecnológica completa;Es operario de máquinas o conduce vehículos (taxita, chofer);Es operario de máquinas o conduce vehículos (taxita, chofer);Si;Si;Si;Si;Si;No;No;Si;26 A 100 LIBROS;NA;Todos o casi todos los días;3 a 5 veces por semana;Igual;30 minutos o menos;Más de 3 horas;0;No;132068;3,05001E+11;COLEGIO EMPRESARIAL;MIXTO;NO OFICIAL;A;N;TÉCNICO/ACADÉMICO;3,05001E+11;COL EMPRESARIAL;S;URBANO;MAÑANA;5001;MEDELLÍN;5;ANTIOQUIA;N;5360;ITAGÜÍ;ANTIOQUIA;5;63;85;3;72;97;4;58;82;3;62;89;3;54;67;A1;315;90;610.982.085.720.194;3;3;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;10/03/2003;20194;SB11201940033069;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;RIONEGRO;5615;Estrato 2;3 a 4;Tres;Educación profesional completa;Educación profesional incompleta;Pensionado;Trabaja en el hogar, no trabaja o estudia;Si;Si;No;Si;Si;No;No;No;11 A 25 LIBROS;Todos o casi todos los días;Todos o casi todos los días;3 a 5 veces por semana;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;186015;2,05615E+11;I. E. GILBERTO ECHEVERRY MEJIA;MIXTO;OFICIAL;A;N;ACADÉMICO;2,05615E+11;I. E. GILBERTO ECHEVERRY MEJIA;S;RURAL;MAÑANA;5615;RIONEGRO;5;ANTIOQUIA;N;5615;RIONEGRO;ANTIOQUIA;5;66;91;4;71;96;4;63;90;3;56;77;3;63;88;A2;320;91;591.010.319.183.374;3;3;PUBLICAR;NO
CC;COLOMBIA;F;8/05/1974;20194;SB11201940563784;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;BARBOSA;5079;NA;3 a 4;Dos;NA;NA;No aplica;Pensionado;NA;NA;No;No;Si;No;No;No;NA;NA;NA;NA;Igual;NA;NA;Más de 30 horas;No;662080;1,05079E+11;I. E. PRESBITERO LUIS EDUARDO PEREZ MOLINA;MIXTO;OFICIAL;A;N;TÉCNICO;1,05079E+11;I. E. PRESBITERO LUIS EDUARDO PEREZ MOLINA;S;URBANO;SABATINA;5079;BARBOSA;5;ANTIOQUIA;N;5079;BARBOSA;ANTIOQUIA;5;42;19;2;38;17;2;40;23;1;25;2;1;28;4;A-;178;9;445.307.890.535.252;2;2;PUBLICAR;NO
TI;COLOMBIA;M;22/10/2002;20194;SB11201940120508;ESTUDIANTE;No;COLOMBIA;NA;VALLE;76;ROLDANILLO;76622;Estrato 2;9 o más;Cinco;No sabe;No sabe;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Si;Si;Si;Si;Si;No;Si;Si;11 A 25 LIBROS;Todos o casi todos los días;Todos o casi todos los días;3 a 5 veces por semana;Mejor;Entre 1 y 2 horas;Entre 1 y 3 horas;0;No;18804;1,76622E+11;IE NUESTRA SEÑORA DE CHIQUINQUIRA;MIXTO;OFICIAL;A;N;TÉCNICO;1,76622E+11;LIC FEM NUESTRA SEÑORA DE CHIQUINQUIRA;S;URBANO;MAÑANA;76622;ROLDANILLO;76;VALLE;N;76622;ROLDANILLO;VALLE;76;71;97;4;70;95;3;71;98;4;70;97;3;71;95;B1;353;98;625.443.193.078.318;3;3;PUBLICAR;GENERACION E - EXCELENCIA NACIONAL
TI;COLOMBIA;F;26/05/2001;20194;SB11201940104068;ESTUDIANTE;No;COLOMBIA;NA;BOLIVAR;13;MONTECRISTO;13458;Estrato 1;7 a 8;Seis o mas;Primaria incompleta;Ninguno;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;No;Si;Si;Si;No;No;No;No;0 A 10 LIBROS;Nunca o rara vez comemos eso;Todos o casi todos los días;3 a 5 veces por semana;Mejor;Entre 30 y 60 minutos;30 minutos o menos;0;No;71332;2,13006E+11;I.E.T.A. Y MINERA MONTECRISTO;MIXTO;OFICIAL;A;N;TÉCNICO;2,13006E+11;I.E.T.A. Y MINERA MONTECRISTO - SEDE PRINCIPAL;S;URBANO;MAÑANA;13458;MONTECRISTO;13;BOLIVAR;N;13006;ACHÍ;BOLIVAR;13;40;13;2;32;7;1;30;4;1;34;19;1;43;35;A-;173;7;408.208.256.472.177;1;2;PUBLICAR;NO
CC;COLOMBIA;F;10/10/1999;20194;SB11201940295270;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;MEDELLÍN;5001;Estrato 2;7 a 8;Tres;Primaria incompleta;Primaria incompleta;No aplica;Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;No;No;No;No;No;0 A 10 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Peor;Entre 30 y 60 minutos;Más de 3 horas;0;No;661678;1,05001E+11;INST EDUC RODRIGO ARENAS BETANCUR;MIXTO;OFICIAL;A;NA;NA;1,05001E+11;INST EDUC RODRIGO ARENAS BENTANCUR - SEDE PRINCIPAL;S;URBANO;TARDE;5001;MEDELLÍN;5;ANTIOQUIA;N;5001;MEDELLÍN;ANTIOQUIA;5;50;41;2;38;17;2;40;26;1;37;25;1;57;76;A1;212;28;447.871.981.260.231;2;2;PUBLICAR;NO
CC;COLOMBIA;M;13/07/1999;20194;SB11201940562429;ESTUDIANTE;No;COLOMBIA;NA;CORDOBA;23;LORICA;23417;Estrato 4;5 a 6;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;Si;Si;Si;No;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los días;3 a 5 veces por semana;Mejor;30 minutos o menos;Entre 1 y 3 horas;Menos de 10 horas;Si, en efectivo;709691;2,23417E+11;IE EL CARITO;MIXTO;OFICIAL;A;N;ACADÉMICO;2,23417E+11;IE EL CARITO;S;RURAL;SABATINA;23417;LORICA;23;CORDOBA;N;23686;SAN PELAYO;CORDOBA;23;49;38;2;29;4;1;43;35;2;39;32;1;28;3;A-;195;18;581.810.474.650.474;3;2;PUBLICAR;GENERACION E - GRATUIDAD
CC;COLOMBIA;M;13/08/1999;20194;SB11201940207423;ESTUDIANTE;No;COLOMBIA;NA;MAGDALENA;47;PLATO;47555;Estrato 3;9 o más;Cuatro;Primaria completa;Primaria incompleta;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;No;Si;No;Si;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;Nunca o rara vez comemos eso;Peor;30 minutos o menos;30 minutos o menos;Menos de 10 horas;Si, en efectivo;139824;1,47555E+11;INSTITUCION EDUCATIVA DEPARTAMENTAL MARIA ALFARO DE OSPINO;MIXTO;OFICIAL;A;N;TÉCNICO;1,47555E+11;INST EDUC MARIA ALFARO DE OSPINO;S;URBANO;TARDE;47555;PLATO;47;MAGDALENA;N;47555;PLATO;MAGDALENA;47;41;16;2;47;39;2;39;21;1;29;7;1;42;32;A-;196;18;332.480.594.059.679;1;2;PUBLICAR;GENERACION E - GRATUIDAD
CC;COLOMBIA;F;8/08/2000;20194;SB11201940221476;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;BARBOSA;5079;Estrato 3;5 a 6;Seis o mas;Educación profesional completa;Educación profesional completa;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Si;Si;Si;Si;Si;Si;No;Si;11 A 25 LIBROS;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;95869;3,05001E+11;POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN;MIXTO;NO OFICIAL;OTRO;N;ACADÉMICO;3,05001E+11;POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN;S;URBANO;MAÑANA;5001;MEDELLÍN;5;ANTIOQUIA;N;5079;BARBOSA;ANTIOQUIA;5;43;20;2;26;2;1;39;21;1;32;14;1;39;24;A-;177;8;707.917.704.969.635;4;2;PUBLICAR;NO
TI;COLOMBIA;F;26/06/2003;20194;SB11201940377248;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;MEDELLÍN;5001;Estrato 3;3 a 4;Tres;Primaria incompleta;Secundaria (Bachillerato) completa;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;No;Si;No;No;26 A 100 LIBROS;Todos o casi todos los días;3 a 5 veces por semana;3 a 5 veces por semana;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;0;No;708537;1,0536E+11;INSTITUCION EDUCATIVA CONCEJO MUNICIPAL DE ITAGUI;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,0536E+11;INSTITUCION EDUCATIVA CONCEJO MUNICIPAL;S;URBANO;UNICA;5360;ITAGÜÍ;5;ANTIOQUIA;N;5360;ITAGÜÍ;ANTIOQUIA;5;68;94;4;57;70;3;67;95;3;65;93;3;62;86;A2;320;92;543.630.023.684.741;3;3;PUBLICAR;NO
TI;COLOMBIA;F;2/05/2002;20194;SB11201940394411;ESTUDIANTE;No;COLOMBIA;NA;SANTANDER;68;FLORIDABLANCA;68276;NA;5 a 6;Tres;NA;NA;No sabe;Trabaja por cuenta propia (por ejemplo plomero, electricista);NA;NA;No;Si;Si;No;Si;No;NA;NA;NA;NA;Igual;NA;NA;0;Si, en efectivo;77842;1,68276E+11;COLEGIO TECNICO MICROEMPRESARIAL EL CARMEN;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,68276E+11;COLEGIO TEC. MICRO EL CARMEN;S;URBANO;MAÑANA;68276;FLORIDABLANCA;68;SANTANDER;N;68276;FLORIDABLANCA;SANTANDER;68;67;92;4;67;91;3;63;91;3;65;93;3;60;83;A2;325;93;483.542.095.184.151;2;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;15/06/2003;20194;SB11201940461422;ESTUDIANTE;No;COLOMBIA;NA;CORDOBA;23;VALENCIA;23855;Estrato 1;3 a 4;Dos;Técnica o tecnológica incompleta;Técnica o tecnológica incompleta;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Trabaja en el hogar, no trabaja o estudia;Si;Si;No;Si;No;No;Si;No;0 A 10 LIBROS;Todos o casi todos los días;Todos o casi todos los días;3 a 5 veces por semana;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;32417;1,23855E+11;INS EDUCATIVA JOSE MARIA CARBONELL;MIXTO;OFICIAL;A;N;ACADÉMICO;1,23855E+11;IE JOSE MARIA CARBONELL;S;URBANO;MAÑANA;23855;VALENCIA;23;CORDOBA;N;23001;MONTERÍA;CORDOBA;23;56;65;3;59;74;3;51;60;2;42;41;2;52;63;A1;260;61;53.920.882.536.772;3;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;9/05/2001;20194;SB11201940286822;ESTUDIANTE;No;COLOMBIA;NA;NARIÑO;52;SAN PABLO;52693;Estrato 1;5 a 6;Uno;Primaria completa;Secundaria (Bachillerato) incompleta;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;No;Si;No;Si;No;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;Menos de 10 horas;Si, en efectivo;11890;1,52693E+11;INSTITUCION  EDUCATIVA NORMAL SUPERIOR SAGRADO CORAZON DE JESUS;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,52693E+11;NORMAL SUPERIOR SAGRADO CORAZON DE JESUS;S;URBANO;MAÑANA;52693;SAN PABLO;52;NARIÑO;N;52693;SAN PABLO;NARIÑO;52;49;38;2;42;25;2;43;34;2;48;57;2;36;16;A-;224;36;394.807.529.967.736;1;1;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;30/05/2001;20194;SB11201940573646;ESTUDIANTE;No;COLOMBIA;NA;CALDAS;17;MARQUETALIA;17444;Estrato 2;3 a 4;Cuatro;Ninguno;Primaria incompleta;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;No;No;No;No;No;No;No;No;0 A 10 LIBROS;Todos o casi todos los días;Todos o casi todos los días;3 a 5 veces por semana;Igual;30 minutos o menos;30 minutos o menos;Entre 21 y 30 horas;Si, en efectivo;720888;1,17444E+11;INSTITUCION EDUCATIVA JUAN XXIII;MIXTO;OFICIAL;A;N;ACADÉMICO;1,17444E+11;INSTITUCION EDUCATIVA JUAN XXIII - SEDE PRINCIPAL;S;URBANO;UNICA;17444;MARQUETALIA;17;CALDAS;N;17444;MARQUETALIA;CALDAS;17;52;49;3;49;44;2;47;47;2;44;48;2;32;10;A-;234;43;331.088.295.970.306;1;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;14/03/2001;20194;SB11201940332572;ESTUDIANTE;No;COLOMBIA;NA;CUNDINAMARCA;25;MADRID;25430;Estrato 3;1 a 2;Dos;No sabe;Educación profesional completa;No sabe;Es vendedor o trabaja en atención al público;Si;Si;Si;Si;Si;No;No;No;26 A 100 LIBROS;Nunca o rara vez comemos eso;3 a 5 veces por semana;Todos o casi todos los días;Mejor;Entre 1 y 2 horas;30 minutos o menos;0;No;138149;3,2543E+11;COLEGIO RAFAEL POMBO;MIXTO;NO OFICIAL;A;NA;ACADÉMICO;3,2543E+11;COL RAFAEL POMBO;S;URBANO;MAÑANA;25430;MADRID;25;CUNDINAMARCA;N;25430;MADRID;CUNDINAMARCA;25;64;86;3;66;90;3;64;92;3;59;84;3;65;90;A2;317;90;588.043.710.974.475;3;3;PUBLICAR;NO
TI;COLOMBIA;F;7/01/2002;20194;SB11201940451562;ESTUDIANTE;No;COLOMBIA;NA;CESAR;20;VALLEDUPAR;20001;Estrato 5;7 a 8;Cuatro;Ninguno;Secundaria (Bachillerato) completa;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Si;Si;No;Si;Si;No;No;No;0 A 10 LIBROS;3 a 5 veces por semana;1 o 2 veces por semana;3 a 5 veces por semana;Igual;30 minutos o menos;No Navega Internet;0;No;51631;1,20001E+11;IE  RAFAEL VALLE MEZA;MIXTO;OFICIAL;A;N;TÉCNICO;1,20001E+11;INST.EDUCATIVA  RAFAEL VALLE MEZA;S;URBANO;TARDE;20001;VALLEDUPAR;20;CESAR;N;20001;VALLEDUPAR;CESAR;20;53;53;3;53;59;3;45;39;2;48;57;2;42;34;A-;246;52;480.838.014.267.699;2;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;9/11/2001;20194;SB11201940605413;ESTUDIANTE;No;COLOMBIA;NA;CAQUETA;18;FLORENCIA;18001;Estrato 1;3 a 4;Dos;Técnica o tecnológica incompleta;Secundaria (Bachillerato) incompleta;No aplica;Es agricultor, pesquero o jornalero;Si;No;Si;Si;Si;No;No;No;11 A 25 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Mejor;30 minutos o menos;30 minutos o menos;Entre 11 y 20 horas;Si, en efectivo;111161;3,18001E+11;INFORPH;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,18001E+11;INFORPH;S;URBANO;SABATINA;18001;FLORENCIA;18;CAQUETA;N;18001;FLORENCIA;CAQUETA;18;47;32;2;45;32;2;47;48;2;39;33;1;45;42;A-;223;35;497.799.784.652.405;2;2;PUBLICAR;NO
TI;COLOMBIA;M;18/01/2000;20194;SB11201940571117;ESTUDIANTE;Si;COLOMBIA;Zenú;SUCRE;70;PALMITO;70523;Estrato 1;3 a 4;Tres;Secundaria (Bachillerato) completa;Primaria completa;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;No;No;No;Si;No;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Igual;30 minutos o menos;30 minutos o menos;Menos de 10 horas;Si, en efectivo;167916;2,70523E+11;I.E. INDÍGENA EL MARTILLO;MIXTO;OFICIAL;A;N;ACADÉMICO;2,70523E+11;I.E. INDÍGENA EL MARTILLO - SEDE PRINCIPAL;S;RURAL;MAÑANA;70523;PALMITO;70;SUCRE;N;70001;SINCELEJO;SUCRE;70;47;32;2;36;12;2;42;30;2;39;32;1;35;15;A-;203;22;377.912.190.445.891;1;1;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;21/11/2001;20194;SB11201940458963;ESTUDIANTE;No;COLOMBIA;NA;NORTE SANTANDER;54;OCAÑA;54498;Estrato 2;NA;NA;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;NA;NA;No;No;NA;NA;NA;NA;NA;NA;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;NA;Entre 30 y 60 minutos;Más de 3 horas;NA;NA;26724;1,54498E+11;COL JOSE EUSEBIO CARO;MIXTO;OFICIAL;A;N;ACADÉMICO;1,54498E+11;COL JOSE EUSEBIO CARO;S;URBANO;TARDE;54498;OCAÑA;54;NORTE SANTANDER;N;54498;OCAÑA;NORTE SANTANDER;54;42;19;2;50;48;2;49;56;2;39;33;1;33;11;A-;220;34;NA;NA;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;20/01/2001;20194;SB11201940573573;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 3;NA;NA;Técnica o tecnológica completa;Técnica o tecnológica completa;NA;NA;No;Si;NA;NA;NA;NA;NA;NA;26 A 100 LIBROS;Todos o casi todos los días;Todos o casi todos los días;1 o 2 veces por semana;NA;Entre 30 y 60 minutos;Entre 1 y 3 horas;NA;NA;117010;1,11001E+11;COLEGIO NUEVO HORIZONTE (IED);MIXTO;OFICIAL;A;N;ACADÉMICO;1,11001E+11;CENT EDUC DIST NUEVO HORIZONTE;S;URBANO;TARDE;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;49;39;2;55;62;3;49;53;2;53;71;2;56;74;A1;259;61;NA;NA;2;PUBLICAR;GENERACION E - GRATUIDAD
